English,Nepali,en_len,ne_len
"The functions, duties, powers and rules of procedure of the sub-committee constituted pursuant to Sub-Section and the remuneration or allowances receivable by a member attending its meetings shall be as specified by the Board of Directors and the functions carried out by such a sub-committee and expenditures incurred by it shall be clearly specified in the annual report","उपदफा बमोजिम गठन भएको उपसमितिको काम, कर्तव्य, अधिकार, कार्यविधि र बैठकमा भाग लिए बापत सदस्यले पाउने पारिश्रमिक वा भत्ता सञ्चालक समितिले तोके बमोजिम हुनेछ र त्यस्तो उपसमितिबाट भएको कार्य र खर्च वार्षिक प्रतिवेदनमा स्पष्ट रुपमा खुलाउनु पर्नेछ",58,37
In the event of failure of any individual or institution to repay the loan or debt within stipulated time limit or to recover the principal and interest as per the law in case of any investment made by the Fund in any mortgage or guarantee and to recover the outstanding loan from other movable or immovable assets having under the ownership of borrower individual or institution in case of failure to recover such loan by the deposited amount or mortgage of concerned person.,कुनै व्यक्ति वा संस्थाले कोषबाट लिएको सापटी वा करण भाखाभित्र नबुझाएमा वा कोषले धितो वा जमानतमा कुनै लगानी गरेकोमा ऐन बमोजिम साँवा ब्याज असूली गर्ने वा कोषमा रहेको सम्बन्धित व्यक्तिको सञ्चित रकम वा धितो सुरक्षणबाट असूली हुन नसकेमा त्यस्तो व्यक्ति वा संस्थाको स्वामित्वमा रहेको अन्य चल अचल सम्पत्तिबाट असूली गर्ने।,83,50
"In the case of the commission of any act referred to in clause or of sub-section of Section 66, a fine of up to one hundred thousand rupees and imprisonment for up to five years",दफा ६६ को उपदफा को खण्ड वा बमोजिमको कुनै कार्य गरेमा एक लाख रूपैयाँसम्म जरिबाना रर पाँच वर्षसम्म कैद,35,19
"Definition: Unless the subject or context otherwise requires, in this Act,- “Court” means Supreme Court, High Court and District Court","परिभाषा : विषय र प्रसङ्गले अर्को अर्थ नलागेमा यस ऐनमा,- “अदालत” भन्नाले सर्वोच्च अदालत, उच्च अदालत र जिल्ला अदालत सम्झनु पर्छ",20,21
"No person shall make any kind of discrimination on the basis of disability in making enrolment of a person with disability in an educational institute, in lending loans by a bank or financial institution, with or without security, or doing other financial transaction or in selecting any employment or in providing any service, facility provided publicly whether for fee or reward.","अपाङ्गता भएका व्यक्तिलाई निजको परिवारका कनै सदस्य वा संरक्षकले अपाङ्गता भएकै आधारमा पालन पोषण, खानपान, हेरचाह, सम्पत्ति बाँडफाँड वा अन्य कार्यमा कुनै प्रकारको भेदभाव गर्न पाइने छैन ।",61,28
"No person shall publish, disseminate, buy, sell or publish the picture of any person that has been taken without obtaining his or her consent with the intention to annoy, distress or take any improper advantage or get profit by making commercial use of the picture, or cause such act to be done","कसैले कुनै पनि व्यक्तिलाई सताउने, हैरान पार्ने वा निजबाट कुनै अनुचित फाइदा लिने वा तस्विरको व्यापारिक प्रयोग गरी फाइदा लिने नियतले निजको मञ्जरी नलिई निजको तस्विर प्रकाशन, प्रचार प्रसार, खरिद बिक्री वा सार्वजनिक गर्न वा गराउन हुँदैन",52,37
Right to equal protection in respect of the services and facilities to be provided by any governmental body,कुनै सरकारी निकायबाट उपलब्ध गराइने सेवा तथा सुविधामा समान संरक्षणको अधिकार,18,11
Prohibited Activities Not to conduct unfair trade and business activities: No one shall conduct or cause to conduct unfair trade and business activities,निषेधित कामहरू अनुचित व्यापारिक तथा व्यवसायजन्य क्रियाकलाप गर्न नहुने: कसैले पनि अनुचित व्यापारिक तथा व्यवसायजन्य क्रियाकलाप गर्न वा गराउन हुँदैन,23,20
"Such financial statements shall be signed by at least two Directors, the Chief Executive and the auditor: Provided that in the case of a branch office of a foreign bank or financial institution carrying out financial transactions with the approval from the Rastra Bank, it shall be as prescribed by the Rastra Bank","त्यस्तो वित्तीय विवरणमा कम्तीमा दुईजना सञ्चालक, कार्यकारी प्रमुख र लेखापरीक्षकको सही भएको हुनु पर्नेछ तर राष्ट्र बैङ्कको स्वीकृति लिई बैङ्िङ्ग तथा वित्तीय कारोबार गर्ने विदेशी बैङ्क वा वित्तीय संस्थाको शाखा कार्यालयको लेखापरीक्षण सम्बन्धमा राष्ट्र बैङ्कले तोके बमोजिम हुनेछ",53,38
"""Passport"" means a machine readable, electronic or biometric passport to be provided by the Government of Nepal to the Nepali citizen intending to visit abroad","""राहदानी? भन्नाले विदेश भ्रमणमा जाने नेपाली नागरिकलाई नेपाल सरकारबाट दिइने मेसिन रिडेबल, इलेक्ट्रोनिक वा बायोमेट्रिक राहदानी सम्झनु पर्छ",25,18
"Notwithstanding anything contained in sub-section (1), if any unemployed person gets employment only for the period less than one hundred days in one fiscal year, only the amount equal to fifty percent of the minimum wages fixed by the Ministry for the remaining period of one hundred days shall be provided as the livelihood allowance.",उपदफा मा जुनसुकै कुरा लेखिएको भए तापनि कुनै बेरोजगार व्यक्तिले एक आर्थिक वर्षमा एक सय दिनभन्दा कम अवधि मात्रै रोजगारी पाएमा एक सय दिन पुग्न बाँकी अवधिको मन्त्रालयले तोकेको न्यूनतम पारिश्रमिकको पचास प्रतिशत बराबरको रकम मात्र निर्वाह भत्ता उपलब्ध गराइनेछ।,55,40
"By that by which it is bound, it is released.","जुन विषयले बाँधिएको हुन्छ, त्यही विषयले फुकुवा हुन्छ ।",10,9
"“Liquid assets” means the cash balance of a bank or financial institution, the balance remained in the current account, the balance maintained in the Rastra Bank and such assets of a bank or financial institution specified as liquid assets by the Rastra Bank from time to time","“्तरल सम्पत्ति” भन्नाले बैङ्क वा वित्तीय संस्थाको नगद मौज्दात, चल्ती खातामा रहेको मौज्दात, राष्ट्र बैङ्कमा राखेको मौज्दात र राष्ट्र बैङ्क समय समयमा तरल सम्पत्ति भनी निर्धारण गरिदिएको बैङ् वा वित्तीय संस्थाको सम्पत्ति सम्झनु पर्छ",47,34
"Award of Honorary Nepalese Citizenship: Notwithstanding anything mentioned in Section 5, the Government of Nepal may award Honorary Nepalese Citizenship to any internationally renowned person",सम्मानार्थ नेपालको नागरिकता प्रदान गर्न सकिने : दफा ५ मा जुनसुकै कुरा लेखिएको भए तापनि नेपाल सरकारले अन्तर्राष्ट्रिय ख्यातिप्राप्त व्यक्तिलाई सम्मानार्थ नेपालको नागरिकता प्रदान गर्न सक्नेछ,25,26
Equity has been legislated broadly in that part where it is defective.,कानून त्रुटिपूर्ण देखियो त्यसलाई समन्वयले पूर्ति गर्छ ।,12,8
"Chapter-1 Preliminary Short title and commencement: This Act may be cited as the “Right to Employment Act, 2075 (2018).","परिच्छेद-१ प्रारम्भिक संक्षिप्त नाम र प्रारम्भः यस ऐनको नाम “रोजगारीको हक सम्बन्धी ऐन, २०७५” रहेको छ।",19,16
Whether or not records of government properties have been maintained in accordance with the prevailing law,"सरकारी सम्पत्तिको हानि नोक्सानी नहुने गरी उचित संरक्षण तथा मर्मत सम्भार गरे, नगरेको",16,13
"Recovery from or confiscation of deposits: In cases where any credit has been distributed or transaction has been carried out by pledging as collateral or security the amount deposited with a bank or financial institution, or if amounts are deposited with a bank or financial institution with misappropriated funds belonging to the Governmental of Nepal or any entity owned by the Government of Nepal, or with funds obtained by committing any act which is deemed to be an offense under the prevailing laws, or with funds collected by carrying out any activity relating to terrorism or committing banking or financial offence or organized crime, such deposits may be confiscated or such collateral or security or misappropriated or other funds may be recovered from such deposits or such deposit may be confiscated in accordance with the prevailing laws",निक्षेप भरी भराउ वा जफत हुन सक्ने : बैङ्क वा वित्तीय संस्थामा राखेको निक्षेप रकम धितो वा जमानत राखी कर्जा लेनदेन कारोबार गरेको वा नेपाल सरकार वा नेपाल सरकारको स्वामित्व भएको संस्थाको तहविल मासी सो मासेको रकमबाट वा प्रचलित कानून बमोजिम कुनै कसुर मानिने काम गरी सो कसुरको बिगोबाट वा आतंककारी वा बैङ्ङ्ग वित्तीय अपराध वा संगठित अपराध सम्बन्धी काम कारबाहीबाट संकलन गरी निक्षेप राखेको रहेछ भने सो घितो वा जमानत रहेको वा तहविल मस्यौट गरेको बिगो प्रचलित कानून बमोजिम सो निक्षेपबाट भरी भराउ वा जफत हुन सक्नेछ,137,88
"The Provincial Government and Local Level shall have to provide necessary support in implementing the laws, policy and plans enacted and framed by the Federation.","सङ्घले बनाएका कानून, नीति तथा योजना कार्यान्वयन गर्दा प्रदेश सरकार र स्थानीय तहले आवश्यक सहयोग गर्नु पर्नेछ।",25,17
"Government of Nepal to be a Plaintiff: A case relating to offenses as referred to in Section 103 shall be filed with the Government of Nepal being the plaintiff, and such a case shall be deemed to have been included in Schedule 1 of the Government Cases Act in force","नेपाल सरकार बादी हुने : दफा १०३ मा उल्लिखित कसुर सम्बन्धी मुद्दा नेपाल सरकार बादी भई दायर गरिनेछ र त्यस्तो मुद्दा प्रचलित ""मुलुकी फौजदारी कार्यविधि संहिता, २०७४ को अनुसूची-१ मा समावेश भएको मानिनेछ",50,33
"In case an opinion is not provided while seeking consultation in relation to any business under this Section, it shall not be deemed to have been obstructed to move ahead with the business or to have been adversely effected the validity of any activity merely for the reason that being it carried out without the said consultation.",यस दफा बमोजिम कुनै काम कारबाहीको सम्बन्धमा परामर्श माग गर्दा परामर्श उपलब्ध नगराएकोमा त्यस्तो काम कारबाही अघि बढाउन बाधा परेको वा परामर्श बमोजिम कार्य नभएको कारणले मात्र कुनै काम कारबाहीको वैधानिकतामा प्रतिकूल असर पुन्याएको मानिने छैन।,57,36
"Effects of Order Relating to Liquidation: In cases where the court orders for initiating the process of mandatory liquidation of any bank or financial institution, the order shall result in the following on the following matters:- In cases where statuary limitations have expired as to any claim or right of the bank or financial institution, the statuary limitations of such claims or rights shall ipso facto be extended for upto six months from the date of issuing an order by the court to initiate the process of mandatory liquidation",खारेजी सम्बन्धी आदेशको प्रभाव : कुनै बैङ्क वा वित्तीय संस्थाको बाध्यात्मक खारेजी सम्बन्धी काम कारबाही प्रारम्भ गर्न अदालतले आदेश गरेकोमा त्यस्तो आदेशबाट देहायका विषयमा देहाय बमोजिम हुनेछ :- बैङ्क वा वित्तीय संस्थाको कुनै दाबी वा अधिकारको सम्बन्धमा प्रचलित कानून न बमोजिमको कुनै हदम्याद समाप्त भएकोमा त्यस्तो बेङ्ग वा वित्तीय संस्थाको खारेजी सम्बन्धी कारबाही प्रारम्भ गर्न अदालतबाट आदेश भएको मितिले छ महिनासम्म त्यस्तो दाबी वा अधिकारको हदम्याद स्वत: बिस्तार हुनेछ,89,69
From antiquity anciently.,पुरातन समय देखि नै ।,3,5
Provided that the provision of this Section shall not be considered to have been hindered to take any legal action to the consequence arising from the act done with negligence,तर लापरबाहीपूर्वक गरेको कामबाट उत्पन्न परिणामको सम्बन्धमा यस दफाको व्यवस्थाले कुनै कानूनी कारबाही गर्न बाधा पुगेको मानिने छैन,30,18
"In case of a person committing an offence as referred to in Sub-Section of Section 103, the offender shall be punished with a fine equivalent to the involved amount and with imprisonment for a term not exceeding five years",दफा १०३ को उपदफा बमोजिमको कसुर गर्ने व्यक्तिलाई बिगो बमोजिमको जरिबाना र पाँच वर्षसम्म कैद हुनेछ,39,16
To make arrangement for treatment: The Local Level may make arrangements relating to health counselling for and treatment of the students studying at the public schools upon coordinating with the health institutions operated pursuant to the prevailing law,स्वास्थ्य उपचारको प्रवन्ध गर्नेः स्थानीय तहले सार्वजनिक विद्यालयमा अध्ययनरत विद्यार्थीलाई प्रचलित कानून बमोजिम सञ्चालित स्वास्थ्य संस्थासँग सहकार्य गरी स्वास्थ्य परामर्श तथा उपचार सम्बन्धी आवश्यक प्रवन्ध मिलाउन सक्नेछ,38,27
"Every person shall have the right to maintain the privacy of the matters such as biological or biometric identity, gender identity, sexuality, sexual relation, conception or abortion, virginity, potency, impotency or physical illness related to his or her personal life","कुनै पनि व्यक्तिलाई निजको निजी जीवनसँग सम्बन्धित जैविक वा आनुर्वेशिक पहिचान, लैङ्गिक पहिचान, यौनिकता, यौन सम्बन्ध, गर्भाधान वा गर्भपतन, कुमारीत्व,.पुरुषत्व, नपुशाकत्व वा शारीरिक रोग जस्ता विषयको गोपनीयता कायम राख्ने अधिकार हुनेछ",40,31
"Not to get abortion conducted forcefully: Except in the circumstance as referred to in Section 15, no one shall conduct or get abortion conducted with an intention to get the abortion conducted or knowingly or having reason to believe that the abortion can occur",बलपूर्वक गर्भपतन गराउन नहुने: दफा १५ मा उल्लिखित अवस्थामा बाहेक कसैले पनि गर्भपतन गर्न वा गर्भपतन गराउने नियतले वा गर्भपतन हुन सक्छ भन्ने जानीजानी वा विश्वास गर्नुपर्ने कुनै काम गरी गर्भपतन गराउनु हुँदैन,44,33
"""Production"" means the process of producing, preparing, refining, changing, mixing, packaging or repackaging, assembling or labeling, or any or all the processes to be adopted in this regard","“उत्पादन” भन्नाले वस्तु बनाउने, तयार गर्ने, प्रशोधन गर्ने, परिणत गर्ने, सम्मिश्रण गर्ने, प्याकिङ्ग वा पुनः प्याकिङ्ग गर्ने, एसेम्बलिङ्ग गर्ने वा लेबल लगाउने प्रक्रिया वा त्यस सम्बन्धमा अपनाइने कुनै वा सबै प्रक्रिया सम्झनु पर्छ",28,33
"A person who does any act, in contravention of this Act or the rules framed under this Act, other than that contained in this Section, shall be liable to a fine of up to fifty thousand rupees or imprisonment for up to one year, or both punishments, according to the degree of the offence",कसैले यस दफामा लेखिएदेखि बाहेक यो ऐन वा यस ऐन अन्तर्गत बनेको नियम विपरीत अन्य कुनै काम गरेमा त्यस्तो व्यक्तिलाई कसूरको मात्रा अनुसार पचास हजार रूपैंयासम्म जरिबाना वा एक वर्षसम्म कैद वा दुबै सजाय हुनेछ,54,35
"The provisions relating to the meeting, functions, duties and powers of the Council shall be as prescribed","परिषद्को बैठक तथा काम, कर्तव्य र अधिकार सम्बन्धी व्यवस्था तोकिए बमोजिम हुनेछ",17,12
"Protection and Enforcement of the Rights of, and Liabilities Towards, the Child Local Level to enforce the rights of the child: If a person violates the rights of a child referred to in Chapter 2 or does not fulfil his or her liabilities towards the child referred to in Chapter 3, the concerned child or the stakeholder may file an application with the judicial committee of the Local Level where the child is residing, for the enforcement of such rights or liabilities",बालबालिकाको अधिकार तथा निजप्रतिको दायित्वको संरक्षण र प्रचलन स्थानीय तहले बालबालिकाको अधिकार प्रचलन गराउने: कसैले परिच्छेद-२ बमोजिमको बालबालिकाको अधिकार उल्लङ्घन गरेमा वा परिच्छेद-३ बमोजिम बालबालिकाप्रतिको दायित्व पूरा नगरेमा सो अधिकारको प्रचलन वा दायित्व पूरा गराउनको लागि सम्बन्धित बालबालिका वा सरोकारवालाले बालबालिका रहे बसेको स्थानीय तहको न्यायिक समितिमा निवेदन दिन सक्नेछ,82,50
"Functions, duties and powers of the Committee: The functions, duties and powers of the Committee shall be as follows: To make analysis and projection of the demand of the labor market and the availability of existing human resources.","समितिको काम, कर्तव्य र अधिकारः समितिको काम, कर्तव्य र अधिकार देहाय बमोजिम श्रम बजारको माग र विद्यमान जनशक्तिको उपलव्धताको विश्लेषण र प्रक्षेपण गर्ने।",38,23
"Notwithstanding anything contained in sub-section (1), if an adult person is involved, along with the child, in any offence, the matter shall be proceeded, tried and settled by the Juvenile Court in the case of the child, and the matter shall be proceeded, tried and settled pursuant to the prevailing laws in the case of the adult person by establishing a separate case file","उपदफा मा जुनसुकै कुरा लैखिएको भए तापनि कुनै कसूरजन्य कार्यमा बालबालिका सहित उमेर पुगेका व्यक्ति संलग्न भएमा बालबालिकाको हकमा बाल अदालतबाट कारबाही, सुनुवाइ र किनारा गर्नु पर्नेछ र उमेर पुगेका व्यक्तिको हकमा छुट्टै मिसिल खडा गरी प्रचलित कानून बमोजिम मुद्दाको कारबाही, सुनुवाइ र किनारा गर्नु पर्नेछ",64,46
"The manager shall, if a petition referred to in sub-section, has been received, make proper arrangements for the security of such an employee in the workplace",उपदफा बमोजिम कुनै निवेदन प्राप्त भएमा व्यवस्थापकले त्यस्तो कर्मचारीलाई कार्यस्थलमा सुरक्षाको उचित व्यवस्था गर्नु पर्नेछ,26,15
Before the hearing by the court.,अदालतमा सुनुवाई हुनुभन्दा अगाडि ।,6,5
The law will always give the remedy.,कानूनले सधै उपचार प्रदान गर्दछ ।,7,6
"Chapter-12 Offences and Punishment Prohibition on hatred, disregard or neglect: No person shall hate, disregard, neglect a person with disability, knowingly do any act that hurts his or her sel f- respect or make obstruction to or interference in the use of assistive materials to be used by a person with disability or snatch or disorder such materials.","परिच्छेद-१२ कसुर र सजाय घुणा, हेला वा तिरस्कार गर्न नहुने : कसैले पनि अपाङ्गता भएका व्यक्तिलाई घृणा, हेला, उपहास वा तिरस्कार गर्न, जानीजानी निजको आत्मसम्मानमा चोट पृ-्याउने कनै कार्य गर्न वा अपाङ्गता भएका व्यक्तिले प्रयोग गर्ने सहायक सामग्रीको प्रयोगमा अवरोध वा हस्तक्षेप गर्न वा त्यस्तो सामग्री खोस्न वा बिगार्न हुँदैन ।",58,51
"""Child sexual harassment/abuse"" means an act referred to in sub- section of Section 66",“बाल यौन दुर्व्यवहार” भन्नाले दफा ६६ को उपदफा बमोजिमको कार्य सम्झनु पर्छ,14,12
"While preparing standards relating to price determination pursuant to sub-section (1), profit amount to be taken by the seller also shall have to be accepted as basis in such a way that production cost of the goods, transport expenses, custom, tax, charge paid by the importer pursuant to law shall not be more than the percentage fixed while selling","उपदफा बमोजिम मूल्य निर्धारण सम्बन्धी मापदण्ड तयार गर्दा वस्तुको उत्पादन लागत, ढुवानी खर्च, पैठारीकर्ताले कानून बमोजिम बुझाएको भन्सार, कर, दस्तुर र वस्तु बिक्री गर्दा तोकिएको प्रतिशतभन्दा बढी नहुने गरी बिक्रेताले लिन पाउने मुनाफा रकम समेतलाई आधार मान्नु पर्नेछ",59,38
Student preparing for legal practice.,कानून व्यवसाय गर्न प्रशिक्षार्थी ।,5,5
Jurisdiction of the High Court: The High Court shall have the power to issue necessary and appropriate order by hearing over the application filed in accordance with Sub-Article of Article 144 of the Constitution,उच्च अदालतको अधिकारक्षेत्र : उच्च अदालतलाई संविधानको धारा १४४ को उपधारा बमोजिम परेका निवेदनमा सुनुवाई गरी आवश्यक र उपयुक्त आदेश जारी गर्ने अधिकार हुनेछ,34,24
"Notwithstanding anything contained in sub-section , if a treaty has been concluded with a foreign state for taking evidence by adopting any specific procedure or method or the foreign state has requested for the adoption of such procedure or method and the Central Authority has requested for the taking of evidence accordingly, the concerned Court shall take evidence accordingly",उपदफा मा जुनसुकै कुरा लेखिएको भए तापनि कुनै खास विषयमा कुनै खास कार्यविधि वा तरिका अवलम्बन गरी प्रमाण बुझ्न विदेशी राज्यसँग सन्धि भएकोमा वा विदेशी राज्यले अनुरोध गरेको भएमा र सो बमोजिम प्रमाण बुझ्नको लागि केन्द्रीय अधिकारीबाट अनुरोध भएमा सम्बन्धित अदालतले सोही बमोजिम प्रमाण बुझ्नु पर्नेछ,59,46
"There shall be established a separate capital redemption reserve fund, to which a sum equal to the face value of the shares bought back pursuant to Sub-Section shall be transferred; and the amount of such fund shall be maintained as if it is the paid-up capital",उपदफा बमोजिम आफ्नो शेयर आफैले खरिद गरेको अंकित मूल्य बराबरको रकम चुक्ता पूँजीबाट घटाई छुट्टै पूँजी फिर्ता जगेडा कोष खडा गरी सो कोषमा दाखिला गर्नु पर्नेछ र सो कोषको रकमलाई चुक्ता पूँजी सरह कायम राख्नु पर्नेछ,46,36
The burden of proof lies with the plaintiff.,प्रमाणको भार वादीमा रहन्छ ।,8,5
"If, in serving a process or judicial document pursuant to sub- section , any specific procedure or method is required to be followed in the service of such process or document pursuant to a treaty concluded with the foreign state or pursuant to the request by the foreign state and request has been made by the Central Authority accordingly, the concerned Court must serve such process or judicial document by following such procedure or method",उपदफा बमोजिम म्याद वा न्यायिक लिखत तामेल गर्दा विदेशी राज्यसँग भएको सन्धि बमोजिम वा विदेशी राज्यको अदालतको अनुरोध बमोजिम कुनै खास कार्यविधि वा तरिका अवलम्बन गरी त्यस्तो म्याद वा न्यायिक लिखत तामेल गर्नु पर्ने रहेछ र केन्द्रीय अधिकारीबाट पनि सोही बमोजिम अनुरोध भई आएको रहेछ भने सम्बन्धित अदालतले त्यस्तो कार्यविधि वा तरिका अवलम्बन गरी त्यस्तो म्याद वा न्यायिक लिखत तामेल गर्नु पर्नेछ,75,62
"In the case of the commission of any act referred to in clause of sub-section of Section 66, half the punishment that is imposable on the liable to the offender of the offence that is taught or trained to be committed",दफा ६६ को उपदफा को खण्ड बमोजिमको कार्य गरेमा जुन कसूरजन्य कार्य सिकाएको वा तालिम दिएको हो त्यस्तो कसूरमा कसूरदारलाई हुने सजायको आधा सजाय,41,24
"If a bank or financial institution did not or could not appoint an auditor pursuant to Sub-Section (1), the Rastra Bank may appoint the auditor",उपदफा बमोजिम बैङ्क वा वित्तीय संस्थाले लेखापरीक्षक नियुक्ति नगरेमा वा गर्न नसकेमा राष्ट्र बङ्गले लेखापरीक्षक नियुक्ति गर्न सक्नेछ,25,18
Free service.,स्वतन्त्र सेवा ।,2,3
The chairperson shall convene a meeting of the Board of Directors at any time if at least one-third of the Directors make a request in writing to convene a meeting by mentioning the agenda to be discussed in the meeting,कम्तीमा एक तिहाई सञ्चालकले बैठकमा छलफल गर्नु पर्ने विषय समेत खुलाई लिखित अनुरोध गरेमा अध्यक्षले जुनसुकै बखत सञ्चालक समितिको बैठक बोलाउनु पर्नेछ,40,22
To lay down a national standard on animal health and livestock service professionals and implement having it approved by the Ministry,पशु स्वास्थ्य तथा पशु सेवा व्यवसायीको राष्ट्रिय मापदण्ड तयार गरी मन्त्रालयबाट स्वीकृत गराई लाग्‌ गर्ने,21,15
""" This act shall come into force immediately",यो ऐन तुरुन्त प्रारम्भ हुनेछ,8,5
To prepare policies and programs relating to unemployment support to be provided to the unemployed person on behalf of the State.,बेरोजगार व्यक्तिलाई राज्यको तर्फबाट उपलब्ध गराइने बेरोजगार सहायता सम्बन्धी नीति तथा कार्यक्रम तयार गर्ने।,21,14
"In the case of the goods that are inflammable, hazardous or likely to break down easily, details relating to precaution to be adopted for the safety of such goods","प्रज्वलनशील, दुर्घटनाजन्य वा सजिलैसँग टुटफुट हुन सक्ने वस्तु भए त्यस्तो वस्तुको सुरक्षाको लागि अपनाउनु पर्ने पूर्वसावधानी सम्बन्धी विवरण",29,18
From the bonds of matrimony.,वैवाहिक बन्धनबाट ।,5,3
"If patients are identified with the listed infectious diseases, the concerned health institution or the health worker shall transmit the information to the concerned body within the period as prescribed pursuant to the standards prescribed.",सूचीकृत गरिएका सङ्क्रामक रोगहरूको बिरामी पहिचान भएमा सम्बन्धित स्वास्थ्य संस्था वा स्वास्थ्यकर्मीले तोकिएको मापदण्ड बमोजिम सम्बन्धित निकायमा तोकिएको समयावधिभित्र सूचना सम्प्रेषण गर्नु पर्नेछ ।,35,24
"A fund operated with the grant received from the Government of Nepal, Provincial Government or Local Level.","नेपाल सरकार, प्रदेश सरकार वा स्थानीय तहबाट प्राप्त अनुदानबाट सञ्चालित कोष।",17,11
To defend.,प्रतिरक्षा गर्ने ।,2,3
"In the absence of the chairman, the meeting shall be presided over by a director selected by the directors from amongst themselves.",निजको अनुपस्थितिमा सञ्चालकहरुले आफूमध्येबाट छानेका सञ्चालकले समितिको बैठकको अध्यक्षता गर्नेछ ।,22,11
"""Body corporate"" means an organization, company, bank, committee, cooperative association, federation or other body corporate of similar nature established under the prevailing law","""सङ्गठित संस्था"" भन्नाले प्रचलित कानून बमोजिम स्थापना भएका संस्था, कम्पनी, बेङ्ग, समिति, सहकारी संघ, महासंघ वा यस्तै प्रकृतिका अन्य सङ्गठित संस्था सम्झनु पर्छ",23,23
"Repeal and Saving: The Consumer Protection Act, 2054 (1998) is hereby repealed","खारेजी र बचाउः उपभोक्ता संरक्षण ऐन, २०५४ खारेज गरिएको छ",12,10
"Local Market Monitoring Committee: The Rural Municipality or Municipality may, for the protection of the rights of consumers under this Act, form a Local Market Monitoring Committee for carrying out field inspection and monitoring of the market on the matters relating to the supply system, price, quality, purity of the goods or services","स्थानीय बजार अनुगमन समितिः यस ऐन बमोजिम उपभोक्ताको अधिकार संरक्षणका लागि वस्तु वा सेवाको आपूर्ति व्यवस्था, मूल्य, गुणस्तर, शुद्धता सम्बन्धी विपषयमा बजारको स्थलगत सुपरीवेक्षण तथा अनुगमन गर्नको लागि सम्बन्धित गाउँ कार्यपालिका वा नगर कार्यपालिकाले स्थानीय बजार अनुगमन समिति गठन गर्न सक्नेछ",53,41
Because it has been given to us to understand.,किनकि बुझ््कोलागि हामीलाई यो विषय दिइएको छ ।,9,8
The bye-laws made pursuant to sub-section shall come into force after being approved by the Ministry,उपदफा बमोजिम बनाएको विनियम मन्त्रालयबाट स्वीकृत भएपछि लागू हुनेछ,16,9
Things permitted are properly united unless the law otherwise provides.,कानूनले अन्यथा व्यवस्था गरेको बाहेक अनुमति दिइएका विषयहरू ठीक ढंगसँग एकीकृत भएको हुनुपर्छ ।,10,14
Decision according to plant.,निर्धारित कार्यक्रमको निर्णय ।,4,4
“Share” means the divided portion of the share capital of a bank or financial institution,“शेयर” भन्नाले बैङ्क वा वित्तीय संस्थाको शेयर पूँजीको विभाजित अंश सम्झनु पर्छ,15,12
"Chairperson, Nepal Chamber of Commerce","अध्यक्ष, नेपाल चेम्बर अफ कमर्स",5,5
“Member” means the Members of the Judicial Council and the term shall also mean to the Chairperson of the Council,“सदस्य” भन्नाले न्याय परिषदको सदस्य सम्झनु पर्छ र सो शब्दले न्याय परिषदको अध्यक्षलाई समेत जनाउँछ,20,15
"In cases where a credit could not be recovered even after taking all actions under this Section, the concerned bank or financial institution may request the Rastra Bank for making the necessary arrangements to withhold or confiscate the passport of the concerned borrower and to deprive him of any particular services to be made available by the State",यस दफा बमोजिम क्रण असुलीका सबै कारबाही चलाउँदा समेत क्रण असुली हुन नसकेमा सम्बन्धित बैङ्क वा वित्तीय संस्थाले क्रणीको राहदानी रोक्का तथा जफत गर्न र राज्यले प्रदान गर्ने कुनै सुविधाबाट सम्बन्धित क्रणीलाई वञ्चित गराउन आवश्यक व्यवस्थाका लागि राष्ट्र बैङ्क समक्ष अनुरोध गर्न सक्नेछ,58,43
"It shall be done as follows with respect to the employee with disabilities referred to in sub-section (7): In cases where such a worker or employee has become disabled in such a manner as not be able to the functions of the post being held by him or her, to designate him or her to do the functions of another post carrying the equal salary, facilities.","उपदफा बमोजिमको अपाङ्गता भएको कर्मचारीको सन्दर्भमा देहाय बमोजिम गर्नु पर्नेछ :- त्यस्तो कामदार वा कर्मचारी आफूले गरी आएको पदको काम सम्पादन गर्न नसक्ने गरी अपाङ्गता भएको अवस्थामा निजलाई समान तलब, सुविधा भएको अर्को पदमा काम गर्ने गरी तोक्ने।",66,38
"Provincial Government shall appropriate a certain amount of money as grant every year to every Local Level, out of its budget, for the purpose of education up to secondary level pursuant to the provincial law",रदेश सरकारले प्रत्येक वर्ष आफ्नो बजेट मार्फत्‌ प्रत्येक स्थानीय तहलाई माध्यमिक तहसम्मको शिक्षाको लागि प्रदेश कानून बमोजिम निश्चित रकम अनुदानको रूपमा विनियोजन गर्नु पर्नेछ,35,24
